expression,reading,meaning,tags,parts_of_speech,group
面白い,おもしろい,"interesting, amusing",N5,i-adjective,Colors & Descriptions
可愛い,かわいい,"cute, adorable",N5,i-adjective,Colors & Descriptions
黄色い,きいろい,yellow,N5,i-adjective,Colors & Descriptions
汚い,きたない,"dirty, unclean, filthy",N5,i-adjective,Colors & Descriptions
黒い,くろい,black; dark,N5,i-adjective,Colors & Descriptions
白い,しろい,white,N5,i-adjective,Colors & Descriptions
無くす,なくす,to lose something,N5,verb,Colors & Descriptions
狭い,せまい,narrow; not spacious,N5,i-adjective,Colors & Descriptions
高い,たかい,"tall, high; expensive",N5,i-adjective,Colors & Descriptions
小さい,ちいさい,"small, little",N5,i-adjective,Colors & Descriptions
冷たい,つめたい,"cold (things, people)",N5,i-adjective,Colors & Descriptions
強い,つよい,"strong, powerful",N5,i-adjective,Colors & Descriptions
長い,ながい,"long, lengthy",N5,i-adjective,Colors & Descriptions
速い,はやい,"fast, quick",N5,i-adjective,Colors & Descriptions
並べる,ならべる,to put (things) side by side; to line up,N5,verb,Colors & Descriptions
低い,ひくい,"short, low",N5,i-adjective,Colors & Descriptions
太い,ふとい,"fat, thick",N5,i-adjective,Colors & Descriptions
古い,ふるい,"old (in reference to objects, not people), aged, ancient",N5,i-adjective,Colors & Descriptions
細い,ほそい,"thin, slender, fine",N5,i-adjective,Colors & Descriptions
短い,みじかい,short (length),N5,i-adjective,Colors & Descriptions
易しい,やさしい,"easy, plain, simple",N5,i-adjective,Colors & Descriptions
弱い,よわい,weak,N5,i-adjective,Colors & Descriptions
はく,はく,to put on (items below your waist),N5,verb,Colors & Descriptions
若い,わかい,young,N5,i-adjective,Colors & Descriptions
色々,いろいろ,various,N5,na-adjective,Colors & Descriptions
綺麗,きれい,"pretty, clean, tidy",N5,na-adjective,Colors & Descriptions
掃除,そうじ (する),"cleaning, sweeping",N5,na-adjective,Colors & Descriptions
大変,たいへん,"very; difficult, hard",N5,adverb,Colors & Descriptions
ゆっくりと,ゆっくりと,"slowly, at ease",N5,adverb,Colors & Descriptions
～本,～ほん,counter for long cylindrical things,N5,counter,Colors & Descriptions
～枚,～まい,counter for flat things,N5,counter,Colors & Descriptions
意味,いみ,"meaning, significance",N5,noun,Communication
言う,いう,to say,N5,verb,Communication
英語,えいご,English (language),N5,noun,Communication
書く,かく,to write,N5,verb,Communication
かばん,かばん,"bag, basket",N5,noun,Communication
かける,かける,"to dial/call (e.g., phone); to sit down",N5,verb,Communication
声,こえ,voice,N5,noun,Communication
聞く,きく,"to hear, to listen, to ask",N5,verb,Communication
言葉,ことば,language; word(s); expression(s),N5,noun,Communication
答える,こたえる,"to answer, to reply",N5,verb,Communication
雑誌,ざっし,"magazine, journal",N5,noun,Communication
頼む,たのむ,"to request, to ask (a favor)",N5,verb,Communication
質問,しつもん,"question, inquiry",N5,noun,Communication
話す,はなす,to speak,N5,verb,Communication
新聞,しんぶん,newspaper,N5,noun,Communication
読む,よむ,to read,N5,verb,Communication
手紙,てがみ,letter,N5,noun,Communication
電話,でんわ,a telephone,N5,noun,Communication
文章,ぶんしょう,"sentence, text",N5,noun,Communication
～語,～ご,"word, language",N5,prefix/suffix,Communication
秋,あき,fall (season),N5,noun,Nature & Weather
雨,あめ,rain,N5,noun,Nature & Weather
池,いけ,pond,N5,noun,Nature & Weather
曇る,くもる,"to become cloudy, to become dim",N5,verb,Nature & Weather
海,うみ,"sea, beach",N5,noun,Nature & Weather
風,かぜ,"wind, breeze",N5,noun,Nature & Weather
花瓶,かびん,(flower) vase,N5,noun,Nature & Weather
咲く,さく,to bloom,N5,verb,Nature & Weather
川; 河,かわ,river,N5,noun,Nature & Weather
木,き,"tree, wood, timber",N5,noun,Nature & Weather
曇り,くもり,"cloudiness, cloudy weather",N5,noun,Nature & Weather
晴れる,はれる,to be sunny,N5,verb,Nature & Weather
石鹸,せっけん,soap,N5,noun,Nature & Weather
空,そら,sky,N5,noun,Nature & Weather
沢山,たくさん,"many, much",N5,noun,Nature & Weather
吹く,ふく,"to blow (wind, etc.)",N5,verb,Nature & Weather
天気,てんき,weather,N5,noun,Nature & Weather
夏,なつ,summer,N5,noun,Nature & Weather
夏休み,なつやすみ,summer vacation,N5,noun,Nature & Weather
降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",N5,verb,Nature & Weather
花,はな,flower,N5,noun,Nature & Weather
晴れ,はれ,clear (sunny) weather,N5,noun,Nature & Weather
冬,ふゆ,winter,N5,noun,Nature & Weather
山,やま,mountain,N5,noun,Nature & Weather
雪,ゆき,snow,N5,noun,Nature & Weather
犬,いぬ,dog,N5,noun,Animals & Nature
飛ぶ,とぶ,"to fly, to hop",N5,verb,Animals & Nature
鳥,とり,"chicken (lit., bird)",N5,noun,Animals & Nature
欲しい,ほしい,"to want, in need of",N5,verb,Animals & Nature
猫,ねこ,cat,N5,noun,Animals & Nature
ペット,ペット,pet,N5,noun,Animals & Nature
遠い,とおい,"far (away), distant",N5,i-adjective,Animals & Nature
ここ,ここ,"here, this place",N5,noun,Actions & Movement
上げる,あげる,"to raise, to lift",N5,verb,Actions & Movement
散歩,さんぽ (する),"walk, stroll",N5,noun,Actions & Movement
遊ぶ,あそぶ,to play; to spend time pleasantly; to hang out,N5,verb,Actions & Movement
所,ところ,place,N5,noun,Actions & Movement
歩く,あるく,to walk,N5,verb,Actions & Movement
初め; 始め,はじめ,"beginning, start",N5,noun,Actions & Movement
入れる,いれる,to put in,N5,verb,Actions & Movement
りっぱ,りっぱ,"splendid, fine",N5,na-adjective,Actions & Movement
置く,おく,to put; to lay; to place,N5,verb,Actions & Movement
～たち,～たち,plural suffix,N5,prefix/suffix,Actions & Movement
押す,おす,"to push, to press, to stamp (e.g., a passport)",N5,verb,Actions & Movement
終る,おわる,"to finish, to close",N5,verb,Actions & Movement
返す,かえす,to return something,N5,verb,Actions & Movement
帰る,かえる,"to go back, to go home, to return",N5,verb,Actions & Movement
掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",N5,verb,Actions & Movement
貸す,かす,to lend,N5,verb,Actions & Movement
切る,きる,to cut; to hang up (a phone),N5,verb,Actions & Movement
差す,さす,"to raise (stretch out) hands, to raise (e.g., umbrella)",N5,verb,Actions & Movement
閉まる,しまる,"to close, to be closed",N5,verb,Actions & Movement
閉める,しめる,"to close, to shut",N5,verb,Actions & Movement
締める,しめる,"to tie, to fasten, to tighten",N5,verb,Actions & Movement
座る,すわる,to sit,N5,verb,Actions & Movement
立つ,たつ,to stand up,N5,verb,Actions & Movement
並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",N5,verb,Actions & Movement
入る,はいる,"to enter, to contain, to hold",N5,verb,Actions & Movement
貼る,はる,to post; to paste; to attach,N5,verb,Actions & Movement
曲る,まがる,"to turn, to bend",N5,verb,Actions & Movement
持つ,もつ,"to hold, to carry; to possess",N5,verb,Actions & Movement
プール,プール,swimming pool,N5,noun,Sports & Activities
泳ぐ,およぐ,to swim,N5,verb,Sports & Activities
ボールペン,ボールペン,ball-point pen,N5,noun,Sports & Activities
登る,のぼる,to climb,N5,verb,Sports & Activities
マッチ,マッチ,match,N5,noun,Sports & Activities
走る,はしる,to run,N5,verb,Sports & Activities
練習,れんしゅう (する),(to) practice,N5,noun,Sports & Activities
歌,うた,a song,N5,noun,Arts & Entertainment
歌う,うたう,to sing,N5,verb,Arts & Entertainment
絵,え,a painting; a picture; a drawing,N5,noun,Arts & Entertainment
出かける,でかける,to go out; to depart,N5,verb,Arts & Entertainment
映画,えいが,"movie, film",N5,noun,Arts & Entertainment
撮る,とる,"to take (a photo), to make (a film)",N5,verb,Arts & Entertainment
映画館,えいがかん,"movie theater, cinema",N5,noun,Arts & Entertainment
引く,ひく,"to pull, to draw; subtract",N5,verb,Arts & Entertainment
音楽,おんがく,Music,N5,noun,Arts & Entertainment
弾く,ひく,to play (a string instrument or piano),N5,verb,Arts & Entertainment
ギター,ギター,guitar,N5,noun,Arts & Entertainment
見せる,みせる,"to show, to display",N5,verb,Arts & Entertainment
写真,しゃしん,a picture; a photograph,N5,noun,Arts & Entertainment
渡る,わたる,"to cross over, to go across",N5,verb,Arts & Entertainment
スポーツ,スポーツ,sport(s),N5,noun,Arts & Entertainment
テープレコーダー,テープレコーダー,tape recorder,N5,noun,Arts & Entertainment
テレビ,テレビ,"television, TV",N5,noun,Arts & Entertainment
パーティー,パーティー,a party,N5,noun,Arts & Entertainment
フィルム,フィルム,film (roll of),N5,noun,Arts & Entertainment
本,ほん,book,N5,noun,Arts & Entertainment
本当,ほんとう,"real, true",N5,noun,Arts & Entertainment
ラジオ,ラジオ,radio,N5,noun,Arts & Entertainment
ラジオカセ,ラジオカセ,radio cassette player,N5,noun,Arts & Entertainment
レコード,レコード,record,N5,noun,Arts & Entertainment
外国,がいこく,foreign country; abroad,N5,noun,Geography & Places
外国人,がいこくじん,foreigner,N5,noun,Geography & Places
北,きた,north,N5,noun,Geography & Places
国,くに,country; place of origin,N5,noun,Geography & Places
公園,こうえん,a park,N5,noun,Geography & Places
西,にし,west,N5,noun,Geography & Places
東,ひがし,east,N5,noun,Geography & Places
辺,へん,"area, vicinity",N5,noun,Geography & Places
町,まち,town; city,N5,noun,Geography & Places
南,みなみ,South,N5,noun,Geography & Places
村,むら,village,N5,noun,Geography & Places
あっち,あっち,over there,N5,noun,Everyday Essentials
洗う,あらう,to wash,N5,verb,Everyday Essentials
あなた,あなた,you,N5,noun,Everyday Essentials
在る,ある,"to be, to have",N5,verb,Everyday Essentials
いくら,いくら,"how much, how many",N5,noun,Everyday Essentials
有る,ある,"to be, to have",N5,verb,Everyday Essentials
いつ,いつ,when,N5,noun,Everyday Essentials
行く,いく; ゆく,to go,N5,verb,Everyday Essentials
上,うえ,"above (up, top, etc.), over, on top of",N5,noun,Everyday Essentials
要る,いる,to need,N5,verb,Everyday Essentials
男,おとこ,"man, male",N5,noun,Everyday Essentials
生まれる,うまれる,to be born,N5,verb,Everyday Essentials
男の子,おとこのこ,boy,N5,noun,Everyday Essentials
降りる,おりる,to get off,N5,verb,Everyday Essentials
女,おんな,"woman, female",N5,noun,Everyday Essentials
方,かた,-- honorific form for 人 (ひと) --; way of doing,N5,verb,Everyday Essentials
女の子,おんなのこ,girl,N5,noun,Everyday Essentials
来る,くる,to come,N5,verb,Everyday Essentials
片仮名,かたかな,katakana,N5,noun,Everyday Essentials
死ぬ,しぬ,to die,N5,verb,Everyday Essentials
紙,かみ,paper,N5,noun,Everyday Essentials
住む,すむ,"to reside, to live in",N5,verb,Everyday Essentials
キロ; キログラム,キロ; キログラム,(abbr.) kilo (kilogram),N5,noun,Everyday Essentials
使う,つかう,to use,N5,verb,Everyday Essentials
キロ; キロメートル,キロ; キロメートル,(abbr.) kilo (kilometer),N5,noun,Everyday Essentials
できる,できる,to be able to (to accomplish),N5,verb,Everyday Essentials
グラム,グラム,gram,N5,noun,Everyday Essentials
止まる,とまる,to come to a halt,N5,verb,Everyday Essentials
結婚,けっこん (する),marriage (get married),N5,noun,Everyday Essentials
鳴く,なく,to make sound (animal),N5,verb,Everyday Essentials
この,この,this,N5,noun,Everyday Essentials
なる,なる,to become,N5,verb,Everyday Essentials
こんな,こんな,"such, like this",N5,noun,Everyday Essentials
飲む,のむ,to drink,N5,verb,Everyday Essentials
辞書,じしょ,dictionary,N5,noun,Everyday Essentials
待つ,まつ,to wait,N5,verb,Everyday Essentials
字引,じびき,dictionary,N5,noun,Everyday Essentials
見る,みる,"to see, to look",N5,verb,Everyday Essentials
じゃ; じゃあ,じゃ; じゃあ,"well, well then",N5,noun,Everyday Essentials
会う,あう,"to meet, to see",N5,verb,Everyday Essentials
少し,すこし,"little, few",N5,noun,Everyday Essentials
借りる,かりる,"to borrow, to owe",N5,verb,Everyday Essentials
背広,せびろ,men's suit,N5,noun,Everyday Essentials
覚える,おぼえる,"to learn, to commit to memory, to remember, to memorize",N5,verb,Everyday Essentials
全部,ぜんぶ,"all, entire, whole",N5,noun,Everyday Essentials
知る,しる,"to know, to understand",N5,verb,Everyday Essentials
そちら,そちら,over there,N5,noun,Everyday Essentials
分かる,わかる,to understand,N5,verb,Everyday Essentials
そっち,そっち,over there,N5,noun,Everyday Essentials
忘れる,わすれる,to forget,N5,verb,Everyday Essentials
外,そと,"outside, exterior",N5,noun,Everyday Essentials
コピーする,コピーする,to copy,N5,verb,Everyday Essentials
大使館,たいしかん,embassy,N5,noun,Everyday Essentials
たばこ,たばこ,"tobacco, cigarettes",N5,noun,Everyday Essentials
誰,だれ,who,N5,noun,Everyday Essentials
次,つぎ,next,N5,noun,Everyday Essentials
テープ,テープ,tape,N5,noun,Everyday Essentials
では,では,"then, well, so",N5,noun,Everyday Essentials
動物,どうぶつ,animal,N5,noun,Everyday Essentials
どなた,どなた,who,N5,noun,Everyday Essentials
どの,どの,which,N5,noun,Everyday Essentials
中,なか,"inside, middle, among",N5,noun,Everyday Essentials
名前,なまえ,name,N5,noun,Everyday Essentials
葉書,はがき,postcard,N5,noun,Everyday Essentials
箱,はこ,box,N5,noun,Everyday Essentials
平仮名,ひらがな,hiragana,N5,noun,Everyday Essentials
封筒,ふうとう,envelope,N5,noun,Everyday Essentials
ページ,ページ,a page,N5,noun,Everyday Essentials
外,ほか,"other, the rest",N5,noun,Everyday Essentials
ポケット,ポケット,pocket,N5,noun,Everyday Essentials
水,みず,water,N5,noun,Everyday Essentials
向こう,むこう,"beyond, over there",N5,noun,Everyday Essentials
メートル,メートル,meter,N5,noun,Everyday Essentials
もっと,もっと,more,N5,noun,Everyday Essentials
門,もん,gate,N5,noun,Everyday Essentials
横,よこ,beside; side; width,N5,noun,Everyday Essentials
私,わたし,"I, myself",N5,noun,Everyday Essentials
友達,ともだち,friend,N5,noun,Everyday Essentials
私,わたくし,"I (formal), myself, private affairs",N5,noun,Everyday Essentials
カメラ,カメラ,camera,N5,noun,Everyday Essentials
交番,こうばん,police box,N5,noun,Everyday Essentials
問題,もんだい,a problem,N5,noun,Everyday Essentials
いい; よい,いい; よい,good,N5,i-adjective,Everyday Essentials
うるさい,うるさい,noisy; annoying,N5,i-adjective,Everyday Essentials
多い,おおい,many; there are a lot,N5,i-adjective,Everyday Essentials
少ない,すくない,a little; a few,N5,i-adjective,Everyday Essentials
ない,ない,"there isn't, doesn't have",N5,i-adjective,Everyday Essentials
難しい,むずかしい,difficult,N5,i-adjective,Everyday Essentials
悪い,わるい,"bad, sinful; inferior",N5,i-adjective,Everyday Essentials
有名,ゆうめい,famous,N5,na-adjective,Everyday Essentials
余り,あまり,not very; surplus,N5,adverb,Everyday Essentials
